mA,V,time
469.20000000000005,4.872,1581369380.657647
469.70000000000005,4.872,1581369380.7230217
469.6,4.872,1581369380.789204
469.8,4.872,1581369380.855186
469.90000000000003,4.872,1581369380.9207766
498.20000000000005,4.872,1581369380.9868424
514.4,4.872,1581369381.0518126
469.40000000000003,4.872,1581369381.1184266
469.5,4.872,1581369381.183893
469.90000000000003,4.872,1581369381.2497067
469.1,4.872,1581369381.3158534
469.1,4.872,1581369381.3808067
470.3,4.872,1581369381.447398
470.1,4.872,1581369381.5131395
469.40000000000003,4.872,1581369381.5779357
469.70000000000005,4.872,1581369381.643722
469.1,4.872,1581369381.709546
469.70000000000005,4.872,1581369381.775675
469.8,4.872,1581369381.8415818
469.40000000000003,4.872,1581369381.9072266
469.5,4.872,1581369381.9733808
469.5,4.872,1581369382.0381432
469.5,4.872,1581369382.104106
469.40000000000003,4.872,1581369382.1696932
469.5,4.872,1581369382.2357771
468.70000000000005,4.872,1581369382.3015842
468.70000000000005,4.872,1581369382.3672824
469.20000000000005,4.872,1581369382.4333532
469.6,4.872,1581369382.4992359
469.70000000000005,4.872,1581369382.5653841
469.40000000000003,4.872,1581369382.6307745
469.40000000000003,4.872,1581369382.6968524
469.70000000000005,4.872,1581369382.761841
469.70000000000005,4.872,1581369382.8280494
469.8,4.872,1581369382.8933873
469.90000000000003,4.872,1581369382.9593973
470.1,4.872,1581369383.0247626
470.0,4.872,1581369383.09111
470.0,4.872,1581369383.1569982
469.8,4.872,1581369383.222757
469.6,4.872,1581369383.2879195
469.8,4.872,1581369383.3543851
469.6,4.872,1581369383.4191725
469.20000000000005,4.872,1581369383.485159
469.1,4.872,1581369383.5520422
468.90000000000003,4.872,1581369383.6167908
470.0,4.872,1581369383.6829998
493.70000000000005,4.872,1581369383.7488801
521.7,4.872,1581369383.8146908
470.5,4.872,1581369383.8795774
469.6,4.872,1581369383.9455159
469.6,4.872,1581369384.0112064
469.3,4.872,1581369384.0777645
469.70000000000005,4.872,1581369384.1426976
469.70000000000005,4.872,1581369384.2087505
469.40000000000003,4.872,1581369384.2741935
469.6,4.872,1581369384.339979
469.90000000000003,4.872,1581369384.4063451
469.0,4.872,1581369384.472096
469.6,4.872,1581369384.5376434
469.5,4.872,1581369384.6035132
469.5,4.872,1581369384.6696246
469.90000000000003,4.872,1581369384.7346854
469.3,4.872,1581369384.8011098
469.40000000000003,4.872,1581369384.8668697
470.20000000000005,4.872,1581369384.9319086
470.8,4.872,1581369384.9984198
469.70000000000005,4.872,1581369385.0642436
469.5,4.872,1581369385.1299284
468.6,4.872,1581369385.1951032
470.1,4.872,1581369385.261571
469.40000000000003,4.872,1581369385.3273704
469.20000000000005,4.872,1581369385.3921967
469.70000000000005,4.872,1581369385.4584098
469.90000000000003,4.872,1581369385.524139
469.70000000000005,4.872,1581369385.590444
470.1,4.872,1581369385.6552742
469.40000000000003,4.872,1581369385.7218163
469.70000000000005,4.872,1581369385.7869174
470.40000000000003,4.872,1581369385.8527367
470.40000000000003,4.872,1581369385.9187644
469.5,4.872,1581369385.9842482
469.40000000000003,4.872,1581369386.050406
469.6,4.872,1581369386.1156318
469.6,4.872,1581369386.1822839
469.6,4.872,1581369386.2470787
469.6,4.872,1581369386.3132265
470.0,4.872,1581369386.3791986
469.40000000000003,4.872,1581369386.4449742
487.3,4.872,1581369386.5108147
527.3000000000001,4.872,1581369386.5757918
469.6,4.872,1581369386.641523
469.40000000000003,4.872,1581369386.708287
469.6,4.872,1581369386.7731662
470.0,4.872,1581369386.8392587
469.6,4.872,1581369386.9048665
469.90000000000003,4.872,1581369386.9707234
470.40000000000003,4.872,1581369387.0368104
469.70000000000005,4.872,1581369387.102662
469.8,4.872,1581369387.1684828
469.70000000000005,4.872,1581369387.2333972
469.5,4.872,1581369387.2995858
469.40000000000003,4.872,1581369387.3655262
469.6,4.872,1581369387.4311163
469.6,4.872,1581369387.497047
469.70000000000005,4.872,1581369387.563008
469.40000000000003,4.872,1581369387.6284113
469.3,4.872,1581369387.693768
469.5,4.872,1581369387.7596152
469.8,4.872,1581369387.8257701
469.6,4.872,1581369387.8911521
469.40000000000003,4.872,1581369387.9574213
469.3,4.872,1581369388.023387
469.90000000000003,4.872,1581369388.0892122
469.20000000000005,4.872,1581369388.1549127
469.40000000000003,4.872,1581369388.2199647
470.40000000000003,4.872,1581369388.2863145
469.90000000000003,4.872,1581369388.352107
470.0,4.872,1581369388.4175608
469.5,4.872,1581369388.483426
469.40000000000003,4.872,1581369388.5495803
469.90000000000003,4.872,1581369388.6151004
469.70000000000005,4.872,1581369388.6809437
469.6,4.872,1581369388.7469366
468.8,4.872,1581369388.8118439
469.1,4.872,1581369388.8784907
469.5,4.872,1581369388.9443016
469.90000000000003,4.872,1581369389.0092762
470.0,4.872,1581369389.0756302
469.70000000000005,4.872,1581369389.1407924
469.40000000000003,4.872,1581369389.2067392
482.0,4.872,1581369389.2726479
528.8000000000001,4.872,1581369389.3378894
472.6,4.872,1581369389.4044101
469.70000000000005,4.872,1581369389.4700303
469.8,4.872,1581369389.5359747
470.0,4.872,1581369389.6009512
469.70000000000005,4.872,1581369389.6676342
469.6,4.872,1581369389.7333689
469.5,4.872,1581369389.798138
469.90000000000003,4.872,1581369389.8638957
469.5,4.872,1581369389.929959
470.1,4.872,1581369389.9957893
469.8,4.872,1581369390.061799
469.6,4.872,1581369390.1273086
469.3,4.872,1581369390.1935227
469.90000000000003,4.872,1581369390.2594717
469.6,4.872,1581369390.3243039
469.5,4.872,1581369390.3907523
469.70000000000005,4.872,1581369390.4558501
469.70000000000005,4.872,1581369390.5219097
469.40000000000003,4.872,1581369390.5878468
469.5,4.872,1581369390.6531477
469.20000000000005,4.872,1581369390.719772
470.0,4.872,1581369390.784641
470.20000000000005,4.872,1581369390.850413
469.6,4.872,1581369390.9164157
469.8,4.872,1581369390.9826183
469.0,4.872,1581369391.0484884
469.5,4.872,1581369391.114141
469.90000000000003,4.872,1581369391.179927
469.6,4.872,1581369391.2449238
469.5,4.872,1581369391.3111222
469.5,4.872,1581369391.376523
468.70000000000005,4.872,1581369391.4423544
469.70000000000005,4.872,1581369391.5083406
469.8,4.872,1581369391.5746794
469.6,4.872,1581369391.6399448
469.70000000000005,4.872,1581369391.7057893
469.8,4.872,1581369391.771994
469.6,4.872,1581369391.8372622
469.8,4.872,1581369391.9026968
469.40000000000003,4.872,1581369391.9685478
476.1,4.872,1581369392.0343943
528.2,4.872,1581369392.1006458
479.5,4.872,1581369392.1660907
469.6,4.872,1581369392.2320375
469.3,4.872,1581369392.297759
470.0,4.872,1581369392.3638055
469.8,4.872,1581369392.4286106
469.8,4.872,1581369392.4946024
469.70000000000005,4.872,1581369392.5603468
470.1,4.872,1581369392.626404
469.5,4.872,1581369392.6923695
469.20000000000005,4.872,1581369392.758298
470.3,4.872,1581369392.823168
469.8,4.872,1581369392.8896456
469.3,4.872,1581369392.9547863
469.3,4.872,1581369393.020613
468.6,4.872,1581369393.0867186
469.5,4.872,1581369393.1521516
468.8,4.872,1581369393.2185142
470.0,4.872,1581369393.284409
470.5,4.872,1581369393.350271
469.5,4.872,1581369393.4157333
469.40000000000003,4.872,1581369393.4808934
469.1,4.872,1581369393.546827
469.8,4.872,1581369393.6123421
489.1,4.872,1581369393.678367
498.3,4.872,1581369393.7447746
471.8,4.872,1581369393.8107102
471.40000000000003,4.872,1581369393.8761563
470.8,4.872,1581369393.9419448
470.0,4.872,1581369394.0069046
470.70000000000005,4.872,1581369394.0730822
470.5,4.872,1581369394.1386046
470.90000000000003,4.872,1581369394.204657
471.20000000000005,4.872,1581369394.270589
471.1,4.872,1581369394.3359106
470.5,4.872,1581369394.402398
471.0,4.872,1581369394.467322
471.0,4.872,1581369394.5330606
470.70000000000005,4.872,1581369394.5991476
471.1,4.872,1581369394.6646724
471.0,4.872,1581369394.730412
472.1,4.872,1581369394.7965014
530.4,4.872,1581369394.8621798
486.20000000000005,4.872,1581369394.9280927
471.1,4.872,1581369394.9938798
470.90000000000003,4.872,1581369395.0596795
471.20000000000005,4.872,1581369395.125646
471.0,4.872,1581369395.1907065
470.90000000000003,4.872,1581369395.2568302
471.0,4.872,1581369395.3226235
471.1,4.872,1581369395.3884065
470.8,4.872,1581369395.454353
470.6,4.872,1581369395.5203624
470.6,4.872,1581369395.5862005
470.90000000000003,4.872,1581369395.651732
471.90000000000003,4.872,1581369395.7169995
470.70000000000005,4.872,1581369395.7828991
471.1,4.872,1581369395.8488677
470.70000000000005,4.872,1581369395.9142983
470.90000000000003,4.872,1581369395.9807887
470.90000000000003,4.872,1581369396.045913
471.3,4.872,1581369396.1114237
470.8,4.872,1581369396.177572
470.5,4.872,1581369396.242878
470.5,4.872,1581369396.308867
471.0,4.872,1581369396.3744898
470.90000000000003,4.872,1581369396.4404252
471.0,4.872,1581369396.5067925
470.8,4.872,1581369396.57266
470.70000000000005,4.872,1581369396.6381128
470.70000000000005,4.872,1581369396.704003
471.40000000000003,4.872,1581369396.7691865
471.20000000000005,4.872,1581369396.8353295
471.1,4.872,1581369396.9009068
470.70000000000005,4.872,1581369396.9670398
470.8,4.872,1581369397.0330884
471.20000000000005,4.872,1581369397.0982711
471.0,4.872,1581369397.1641972
470.6,4.872,1581369397.2302413
470.40000000000003,4.872,1581369397.2950485
470.8,4.872,1581369397.3618681
471.3,4.872,1581369397.4267018
470.5,4.872,1581369397.4926667
470.6,4.872,1581369397.5586345
524.8000000000001,4.872,1581369397.6246974
490.8,4.872,1581369397.690703
470.5,4.872,1581369397.755758
470.8,4.872,1581369397.8215792
470.70000000000005,4.872,1581369397.8872957
470.70000000000005,4.872,1581369397.953535
471.0,4.872,1581369398.0194418
470.40000000000003,4.872,1581369398.084293
470.90000000000003,4.872,1581369398.1500175
470.20000000000005,4.872,1581369398.2161176
470.1,4.872,1581369398.281896
470.5,4.872,1581369398.3480375
471.1,4.872,1581369398.4133928
470.90000000000003,4.872,1581369398.4772763
470.90000000000003,4.872,1581369398.542955
469.8,4.872,1581369398.6086683
470.8,4.872,1581369398.674434
471.20000000000005,4.872,1581369398.740475
471.0,4.872,1581369398.805786
470.6,4.872,1581369398.8714797
470.8,4.872,1581369398.9375024
470.70000000000005,4.872,1581369399.0035586
471.0,4.872,1581369399.06904
471.0,4.872,1581369399.134709
470.40000000000003,4.872,1581369399.2024887
470.5,4.872,1581369399.2685447
471.1,4.872,1581369399.3337576
470.90000000000003,4.872,1581369399.3996305
470.5,4.872,1581369399.4655094
470.90000000000003,4.872,1581369399.531131
474.1,4.872,1581369399.5969326
471.70000000000005,4.872,1581369399.6628938
471.1,4.872,1581369399.7285533
470.90000000000003,4.872,1581369399.794244
471.1,4.872,1581369399.860152
470.8,4.872,1581369399.9260874
471.20000000000005,4.872,1581369399.9924252
470.90000000000003,4.872,1581369400.0574243
471.0,4.872,1581369400.1232517
470.90000000000003,4.872,1581369400.1890883
471.0,4.872,1581369400.2545786
470.90000000000003,4.872,1581369400.320787
519.9,4.872,1581369400.3866987
497.1,4.872,1581369400.4525437
471.6,4.872,1581369400.5180402
471.0,4.872,1581369400.584251
470.8,4.872,1581369400.6489522
471.0,4.872,1581369400.7153807
471.1,4.872,1581369400.7810397
470.90000000000003,4.872,1581369400.846864
470.8,4.872,1581369400.9126594
471.1,4.872,1581369400.9786074
470.90000000000003,4.872,1581369401.0444565
470.90000000000003,4.872,1581369401.1102977
470.70000000000005,4.872,1581369401.1750846
471.1,4.872,1581369401.2414403
470.90000000000003,4.872,1581369401.3072762
470.90000000000003,4.872,1581369401.373205
471.20000000000005,4.872,1581369401.438565
471.5,4.872,1581369401.504368
471.0,4.872,1581369401.5701504
470.90000000000003,4.872,1581369401.6359656
471.1,4.872,1581369401.7011251
471.20000000000005,4.872,1581369401.7672255
470.90000000000003,4.872,1581369401.8330503
470.90000000000003,4.872,1581369401.8994842
470.90000000000003,4.872,1581369401.9642162
471.1,4.872,1581369402.0302284
470.70000000000005,4.872,1581369402.0961285
470.90000000000003,4.872,1581369402.1623685
470.70000000000005,4.872,1581369402.2273107
470.70000000000005,4.872,1581369402.2930853
470.70000000000005,4.872,1581369402.3590481
470.8,4.872,1581369402.4255393
471.3,4.872,1581369402.4913328
470.8,4.872,1581369402.5571353
471.1,4.872,1581369402.6226535
470.70000000000005,4.872,1581369402.688511
470.8,4.872,1581369402.7533405
470.90000000000003,4.872,1581369402.819199
470.8,4.872,1581369402.885739
470.90000000000003,4.872,1581369402.950663
471.0,4.872,1581369403.0166
471.3,4.872,1581369403.082561
514.9,4.872,1581369403.148936
502.20000000000005,4.872,1581369403.2138286
470.90000000000003,4.872,1581369403.279556
470.6,4.872,1581369403.346084
470.6,4.872,1581369403.4117982
470.90000000000003,4.872,1581369403.4779146
470.8,4.872,1581369403.542606
470.20000000000005,4.872,1581369403.6087446
470.8,4.872,1581369403.6745667
470.70000000000005,4.872,1581369403.7391407
470.70000000000005,4.872,1581369403.8041236
471.20000000000005,4.872,1581369403.8701072
470.90000000000003,4.872,1581369403.9357662
470.90000000000003,4.872,1581369404.001022
470.5,4.872,1581369404.0671203
470.8,4.872,1581369404.1331854
471.0,4.872,1581369404.1987934
470.3,4.872,1581369404.2645257
470.20000000000005,4.872,1581369404.3301663
470.8,4.872,1581369404.3965487
470.5,4.872,1581369404.4624424
470.90000000000003,4.872,1581369404.5297627
470.8,4.872,1581369404.595391
470.70000000000005,4.872,1581369404.6615555
470.8,4.872,1581369404.7262344
471.5,4.872,1581369404.792532
471.20000000000005,4.872,1581369404.857984
471.0,4.872,1581369404.9237545
470.70000000000005,4.872,1581369404.9894016
470.5,4.872,1581369405.0560305
470.8,4.872,1581369405.1218452
471.1,4.872,1581369405.1869192
470.8,4.872,1581369405.2526817
470.70000000000005,4.872,1581369405.3183792
470.8,4.872,1581369405.3839498
470.8,4.872,1581369405.4500782
471.0,4.872,1581369405.515947
471.1,4.872,1581369405.581149
470.90000000000003,4.872,1581369405.6471148
470.90000000000003,4.872,1581369405.713025
470.70000000000005,4.872,1581369405.7788048
471.40000000000003,4.872,1581369405.844416
509.1,4.872,1581369405.9110737
508.20000000000005,4.872,1581369405.9764214
471.3,4.872,1581369406.0415974
470.6,4.872,1581369406.1074665
470.40000000000003,4.872,1581369406.1731958
471.1,4.872,1581369406.2390728
470.90000000000003,4.872,1581369406.3050485
471.6,4.872,1581369406.3710985
471.6,4.872,1581369406.436093
471.0,4.872,1581369406.501806
470.8,4.872,1581369406.567967
471.1,4.872,1581369406.6338358
470.90000000000003,4.872,1581369406.6996036
471.5,4.872,1581369406.7649179
470.8,4.872,1581369406.8306115
470.90000000000003,4.872,1581369406.897276
471.1,4.872,1581369406.9628086
471.70000000000005,4.872,1581369407.0286076
471.0,4.872,1581369407.0944748
471.1,4.872,1581369407.160428
471.0,4.872,1581369407.225674
471.1,4.872,1581369407.2914329
471.1,4.872,1581369407.3575604
470.90000000000003,4.872,1581369407.4225357
471.1,4.872,1581369407.4890957
471.0,4.872,1581369407.5551136
471.1,4.872,1581369407.6208599
471.1,4.872,1581369407.6864114
470.90000000000003,4.872,1581369407.7521155
471.1,4.872,1581369407.8179865
471.6,4.872,1581369407.883897
471.8,4.872,1581369407.949624
471.1,4.872,1581369408.0154395
470.8,4.872,1581369408.0810828
470.70000000000005,4.872,1581369408.1469512
470.90000000000003,4.872,1581369408.2116492
471.20000000000005,4.872,1581369408.2776625
470.1,4.872,1581369408.3434045
470.40000000000003,4.872,1581369408.4099379
470.8,4.872,1581369408.4756854
471.20000000000005,4.872,1581369408.5405982
471.3,4.872,1581369408.6065168
503.20000000000005,4.872,1581369408.6731412
513.8000000000001,4.872,1581369408.7371607
470.90000000000003,4.872,1581369408.8033535
471.3,4.872,1581369408.8700094
470.70000000000005,4.872,1581369408.9360979
470.8,4.872,1581369409.0018353
470.8,4.872,1581369409.067107
470.8,4.872,1581369409.1335175
471.0,4.872,1581369409.1991706
470.6,4.872,1581369409.2649195
471.1,4.872,1581369409.3304236
470.8,4.872,1581369409.39639
471.0,4.872,1581369409.4622083
471.20000000000005,4.872,1581369409.527963
471.20000000000005,4.872,1581369409.5935981
471.40000000000003,4.872,1581369409.659302
471.0,4.872,1581369409.7242942
471.1,4.872,1581369409.7907698
471.1,4.872,1581369409.8561888
471.0,4.872,1581369409.9224463
471.1,4.872,1581369409.9876406
470.5,4.872,1581369410.0541039
470.70000000000005,4.872,1581369410.1187549
470.6,4.872,1581369410.1846445
498.6,4.872,1581369410.2507489
499.20000000000005,4.872,1581369410.3161669
470.3,4.872,1581369410.381809
470.1,4.872,1581369410.4487107
469.20000000000005,4.872,1581369410.5143442
469.6,4.872,1581369410.5791416
469.90000000000003,4.872,1581369410.6451836
469.70000000000005,4.872,1581369410.7108262
469.5,4.872,1581369410.7767525
469.6,4.872,1581369410.8429208
469.5,4.872,1581369410.908751
470.0,4.872,1581369410.9748092
469.90000000000003,4.872,1581369411.040438
470.1,4.872,1581369411.1055288
470.20000000000005,4.872,1581369411.1714623
469.6,4.872,1581369411.2368197
469.6,4.872,1581369411.3025396
469.6,4.872,1581369411.3687499
496.1,4.872,1581369411.4346442
518.2,4.872,1581369411.4999137
469.5,4.872,1581369411.5656867
469.5,4.872,1581369411.6321967
469.5,4.872,1581369411.6979706
469.8,4.872,1581369411.7633321
470.20000000000005,4.872,1581369411.8291676
469.6,4.872,1581369411.8952541
470.20000000000005,4.872,1581369411.960528
470.0,4.872,1581369412.026545
470.20000000000005,4.872,1581369412.092202
470.1,4.872,1581369412.1582503
469.70000000000005,4.872,1581369412.223862
469.90000000000003,4.872,1581369412.289518
470.3,4.872,1581369412.3553984
469.3,4.872,1581369412.4210806
470.1,4.872,1581369412.4868808
469.8,4.872,1581369412.552625
469.3,4.872,1581369412.6185684
469.6,4.872,1581369412.6836398
469.8,4.872,1581369412.7504315
469.5,4.872,1581369412.8150675
469.70000000000005,4.872,1581369412.8808596
469.40000000000003,4.872,1581369412.9467423
469.3,4.872,1581369413.0134335
469.1,4.872,1581369413.0791335
469.5,4.872,1581369413.144975
470.3,4.872,1581369413.2102742
470.1,4.872,1581369413.2758236
469.5,4.872,1581369413.3407085
469.40000000000003,4.872,1581369413.4068086
469.70000000000005,4.872,1581369413.473545
469.6,4.872,1581369413.5387318
469.6,4.872,1581369413.6050298
470.0,4.872,1581369413.6708195
469.6,4.872,1581369413.7361994
469.70000000000005,4.872,1581369413.8019981
470.0,4.872,1581369413.868087
469.6,4.872,1581369413.9338663
469.40000000000003,4.872,1581369413.9990742
469.90000000000003,4.872,1581369414.0649302
469.40000000000003,4.872,1581369414.1312668
490.0,4.872,1581369414.1968858
522.4,4.872,1581369414.2627425
469.5,4.872,1581369414.3286986
469.90000000000003,4.872,1581369414.394107
469.70000000000005,4.872,1581369414.4594753
470.0,4.872,1581369414.5252879
469.6,4.872,1581369414.5910165
468.70000000000005,4.872,1581369414.65689
468.70000000000005,4.872,1581369414.72226
469.6,4.872,1581369414.7880545
469.70000000000005,4.872,1581369414.853836
469.70000000000005,4.872,1581369414.9195197
469.5,4.872,1581369414.9861093
469.5,4.872,1581369415.0520453
469.90000000000003,4.872,1581369415.1177356
469.20000000000005,4.872,1581369415.1833334
472.20000000000005,4.872,1581369415.2490273
470.0,4.872,1581369415.314802
469.5,4.872,1581369415.3805947
469.70000000000005,4.872,1581369415.445909
469.40000000000003,4.872,1581369415.5115407
470.1,4.872,1581369415.5774508
469.8,4.872,1581369415.6432316
469.70000000000005,4.872,1581369415.7087655
469.70000000000005,4.872,1581369415.7747102
469.6,4.872,1581369415.840663
469.40000000000003,4.872,1581369415.9065409
469.70000000000005,4.872,1581369415.9721615
469.90000000000003,4.872,1581369416.0380218
469.8,4.872,1581369416.1035428
470.1,4.872,1581369416.169872
469.6,4.872,1581369416.235237
469.40000000000003,4.872,1581369416.3010397
469.70000000000005,4.872,1581369416.3668804
469.5,4.872,1581369416.432665
469.90000000000003,4.872,1581369416.4979868
469.8,4.872,1581369416.5638247
469.6,4.872,1581369416.6296353
469.40000000000003,4.872,1581369416.6951969
469.6,4.872,1581369416.7611835
469.5,4.872,1581369416.8268876
469.90000000000003,4.872,1581369416.8926377
484.8,4.872,1581369416.9592128
527.8000000000001,4.872,1581369417.0241163
470.40000000000003,4.872,1581369417.089933
469.70000000000005,4.872,1581369417.1558533
469.70000000000005,4.872,1581369417.222215
469.6,4.872,1581369417.287098
469.90000000000003,4.872,1581369417.3528967
469.6,4.872,1581369417.4187143
470.0,4.872,1581369417.485169
469.70000000000005,4.872,1581369417.550812
469.70000000000005,4.872,1581369417.6168833
469.8,4.872,1581369417.682528
469.6,4.872,1581369417.7478518
469.6,4.872,1581369417.8135257
469.6,4.872,1581369417.879398
469.6,4.872,1581369417.9448955
469.8,4.872,1581369418.0106654
469.6,4.872,1581369418.0764713
469.90000000000003,4.872,1581369418.1421165
470.0,4.872,1581369418.20875
469.8,4.872,1581369418.2735434
469.90000000000003,4.872,1581369418.3392391
470.0,4.872,1581369418.4050407
469.8,4.872,1581369418.4716275
469.70000000000005,4.872,1581369418.537322
469.8,4.872,1581369418.603041
469.8,4.872,1581369418.6688411
469.8,4.872,1581369418.7342732
470.1,4.872,1581369418.8000557
469.6,4.872,1581369418.8657835
469.6,4.872,1581369418.9315977
469.70000000000005,4.872,1581369418.997197
469.5,4.872,1581369419.0630684
469.90000000000003,4.872,1581369419.1289306
469.70000000000005,4.872,1581369419.1942542
469.90000000000003,4.872,1581369419.2599347
469.8,4.872,1581369419.3259969
469.5,4.872,1581369419.3917222
469.90000000000003,4.872,1581369419.4581409
469.8,4.872,1581369419.523857
469.6,4.872,1581369419.5896792
469.70000000000005,4.872,1581369419.6545684
479.90000000000003,4.872,1581369419.7210648
529.0,4.872,1581369419.7868788
476.0,4.872,1581369419.852572
469.5,4.872,1581369419.9185507
468.70000000000005,4.872,1581369419.9839783
469.8,4.872,1581369420.0495508
469.90000000000003,4.872,1581369420.1153877
469.6,4.872,1581369420.1812267
468.8,4.872,1581369420.2466211
469.40000000000003,4.872,1581369420.3122969
468.8,4.872,1581369420.3780477
469.1,4.872,1581369420.444424
468.90000000000003,4.872,1581369420.5102906
469.0,4.872,1581369420.5760622
469.40000000000003,4.872,1581369420.641814
469.40000000000003,4.872,1581369420.7071776
469.0,4.872,1581369420.7730987
469.5,4.872,1581369420.8390336
469.8,4.872,1581369420.904859
469.5,4.872,1581369420.9703493
469.6,4.872,1581369421.0362303
469.8,4.872,1581369421.1022139
470.1,4.872,1581369421.1679757
469.5,4.872,1581369421.2332945
469.5,4.872,1581369421.300648
469.90000000000003,4.872,1581369421.3649251
469.5,4.872,1581369421.4301114
469.5,4.872,1581369421.4958344
469.1,4.872,1581369421.5618067
469.40000000000003,4.872,1581369421.6282861
468.8,4.872,1581369421.6936288
469.20000000000005,4.872,1581369421.7593572
470.0,4.872,1581369421.8246746
469.5,4.872,1581369421.8913655
469.3,4.872,1581369421.957177
469.5,4.872,1581369422.022111
469.6,4.872,1581369422.0886774
468.90000000000003,4.872,1581369422.153836
469.5,4.872,1581369422.2191865
469.20000000000005,4.872,1581369422.285269
469.20000000000005,4.872,1581369422.3507495
469.20000000000005,4.872,1581369422.4172015
474.0,4.872,1581369422.4825459
528.9,4.872,1581369422.5480165
481.6,4.872,1581369422.614444
469.3,4.872,1581369422.68043
469.5,4.872,1581369422.7458348
469.70000000000005,4.872,1581369422.811018
469.20000000000005,4.872,1581369422.8776503
468.5,4.872,1581369422.9436655
469.20000000000005,4.872,1581369423.009084
468.70000000000005,4.872,1581369423.0743248
470.1,4.872,1581369423.1401727
469.70000000000005,4.872,1581369423.2058194
469.0,4.872,1581369423.272417
469.70000000000005,4.872,1581369423.3376315
469.70000000000005,4.872,1581369423.402932
468.8,4.872,1581369423.4698577
469.70000000000005,4.872,1581369423.5349438
469.8,4.872,1581369423.6005776
469.90000000000003,4.872,1581369423.6662052
469.6,4.872,1581369423.7321498
469.20000000000005,4.872,1581369423.7979002
469.40000000000003,4.872,1581369423.8636272
469.8,4.872,1581369423.9299848
469.5,4.872,1581369423.995547
469.8,4.872,1581369424.0607834
469.5,4.872,1581369424.1264682
469.6,4.872,1581369424.1922429
469.6,4.872,1581369424.2581625
469.70000000000005,4.872,1581369424.323622
469.20000000000005,4.872,1581369424.3896456
470.20000000000005,4.872,1581369424.4558134
469.6,4.872,1581369424.5210593
469.5,4.872,1581369424.5867648
469.40000000000003,4.872,1581369424.6525457
469.6,4.872,1581369424.7186236
469.90000000000003,4.872,1581369424.7838674
