mA,V,time
522.9,4.82,1581721616.7649705
537.4,4.82,1581721616.8311622
490.40000000000003,4.82,1581721616.8969197
490.40000000000003,4.82,1581721616.9627507
490.5,4.82,1581721617.0282514
490.0,4.82,1581721617.0934622
490.1,4.82,1581721617.1594942
489.70000000000005,4.82,1581721617.2251704
490.1,4.82,1581721617.2910178
490.90000000000003,4.82,1581721617.3569615
490.6,4.82,1581721617.4222562
490.6,4.82,1581721617.4879637
490.3,4.82,1581721617.554867
490.1,4.82,1581721617.6200593
490.6,4.82,1581721617.685367
490.40000000000003,4.82,1581721617.7512898
489.5,4.82,1581721617.8168192
490.8,4.82,1581721617.8827662
490.5,4.82,1581721617.9484284
491.20000000000005,4.82,1581721618.0149243
490.5,4.82,1581721618.0797176
490.1,4.82,1581721618.1457984
490.40000000000003,4.82,1581721618.211488
490.20000000000005,4.82,1581721618.27791
490.40000000000003,4.82,1581721618.3437195
490.5,4.82,1581721618.4095798
490.5,4.82,1581721618.4748833
490.5,4.82,1581721618.5406656
490.5,4.82,1581721618.6063962
490.5,4.82,1581721618.6722221
490.40000000000003,4.82,1581721618.737848
491.1,4.82,1581721618.8036394
490.40000000000003,4.82,1581721618.8694355
490.40000000000003,4.82,1581721618.9352722
490.5,4.82,1581721619.0005305
491.1,4.82,1581721619.0663588
490.40000000000003,4.82,1581721619.1321354
490.3,4.82,1581721619.1985343
490.90000000000003,4.82,1581721619.2635727
490.8,4.82,1581721619.3294082
490.8,4.82,1581721619.3953032
490.40000000000003,4.82,1581721619.4617035
517.2,4.82,1581721619.5276382
543.7,4.82,1581721619.5925443
489.5,4.82,1581721619.6583028
490.6,4.82,1581721619.7246974
490.20000000000005,4.82,1581721619.790345
490.90000000000003,4.82,1581721619.8564267
490.5,4.82,1581721619.9213793
490.3,4.82,1581721619.9872203
490.8,4.82,1581721620.05294
490.6,4.82,1581721620.118679
490.1,4.82,1581721620.1851742
490.5,4.82,1581721620.2510061
490.1,4.82,1581721620.3168087
490.3,4.82,1581721620.3819478
490.1,4.82,1581721620.4481268
490.6,4.82,1581721620.5138228
489.90000000000003,4.82,1581721620.5794563
490.5,4.82,1581721620.644726
490.40000000000003,4.82,1581721620.7105649
490.20000000000005,4.82,1581721620.7765446
490.5,4.82,1581721620.8427863
490.40000000000003,4.82,1581721620.9080088
490.40000000000003,4.82,1581721620.973781
490.5,4.82,1581721621.038969
490.6,4.82,1581721621.104602
490.5,4.82,1581721621.1711032
490.0,4.82,1581721621.2368367
490.1,4.82,1581721621.3033273
490.40000000000003,4.82,1581721621.3690295
490.20000000000005,4.82,1581721621.4348378
489.8,4.82,1581721621.5005598
489.90000000000003,4.82,1581721621.5659556
490.1,4.82,1581721621.6317697
490.5,4.82,1581721621.6975565
489.90000000000003,4.82,1581721621.7633939
490.0,4.82,1581721621.828512
490.40000000000003,4.82,1581721621.8945794
489.70000000000005,4.82,1581721621.9603076
489.90000000000003,4.82,1581721622.0266504
490.1,4.82,1581721622.0923972
489.5,4.82,1581721622.1572537
490.1,4.82,1581721622.223025
510.90000000000003,4.82,1581721622.2893355
548.6,4.82,1581721622.355225
489.40000000000003,4.82,1581721622.4209151
490.40000000000003,4.82,1581721622.486925
490.40000000000003,4.82,1581721622.5521708
490.5,4.82,1581721622.6179614
490.70000000000005,4.82,1581721622.683936
490.1,4.82,1581721622.749328
490.40000000000003,4.82,1581721622.8153996
490.8,4.82,1581721622.8810875
490.5,4.82,1581721622.9468343
490.5,4.82,1581721623.0120904
490.70000000000005,4.82,1581721623.0781054
490.3,4.82,1581721623.1438258
490.6,4.82,1581721623.2100625
490.5,4.82,1581721623.2757297
490.20000000000005,4.82,1581721623.341582
490.40000000000003,4.82,1581721623.4074707
490.40000000000003,4.82,1581721623.472768
490.40000000000003,4.82,1581721623.5384476
490.40000000000003,4.82,1581721623.6043696
490.40000000000003,4.82,1581721623.6703477
490.90000000000003,4.82,1581721623.7356193
490.40000000000003,4.82,1581721623.801291
490.5,4.82,1581721623.8672216
490.5,4.82,1581721623.9337587
490.20000000000005,4.82,1581721623.9994373
490.20000000000005,4.82,1581721624.0652952
490.3,4.82,1581721624.1310637
490.8,4.82,1581721624.1965945
490.1,4.82,1581721624.262224
490.5,4.82,1581721624.3280125
490.3,4.82,1581721624.393787
490.3,4.82,1581721624.4600985
490.3,4.82,1581721624.525118
490.1,4.82,1581721624.590852
490.3,4.82,1581721624.6572688
489.70000000000005,4.82,1581721624.7228494
490.6,4.82,1581721624.7878091
490.20000000000005,4.82,1581721624.8538055
490.5,4.82,1581721624.9201317
490.1,4.82,1581721624.9859216
505.20000000000005,4.82,1581721625.051616
551.8000000000001,4.82,1581721625.116977
492.20000000000005,4.82,1581721625.1828516
490.40000000000003,4.82,1581721625.2485735
490.0,4.82,1581721625.314461
490.20000000000005,4.82,1581721625.3799665
490.20000000000005,4.82,1581721625.4457278
490.40000000000003,4.82,1581721625.5113904
490.0,4.82,1581721625.577153
490.6,4.82,1581721625.6436145
490.40000000000003,4.82,1581721625.7093253
490.40000000000003,4.82,1581721625.775242
489.90000000000003,4.82,1581721625.840947
490.0,4.82,1581721625.9062805
490.3,4.82,1581721625.972155
490.1,4.82,1581721626.0381866
490.40000000000003,4.82,1581721626.1035964
490.40000000000003,4.82,1581721626.1692326
489.90000000000003,4.82,1581721626.235212
489.70000000000005,4.82,1581721626.3009539
490.1,4.82,1581721626.366302
490.0,4.82,1581721626.432013
490.0,4.82,1581721626.4978085
490.3,4.82,1581721626.5638597
490.6,4.82,1581721626.6301937
490.70000000000005,4.82,1581721626.6962202
490.8,4.82,1581721626.760832
489.90000000000003,4.82,1581721626.8268516
490.70000000000005,4.82,1581721626.893321
490.40000000000003,4.82,1581721626.958954
490.20000000000005,4.82,1581721627.0247731
490.3,4.82,1581721627.0906522
490.20000000000005,4.82,1581721627.1559918
490.1,4.82,1581721627.2216382
490.1,4.82,1581721627.2873929
490.40000000000003,4.82,1581721627.353671
490.20000000000005,4.82,1581721627.418723
490.40000000000003,4.82,1581721627.484473
490.1,4.82,1581721627.550101
490.0,4.82,1581721627.6164634
489.6,4.82,1581721627.6823208
490.0,4.82,1581721627.7482555
499.70000000000005,4.82,1581721627.8141356
552.3000000000001,4.82,1581721627.8794124
498.20000000000005,4.82,1581721627.9451745
490.6,4.82,1581721628.011117
490.5,4.82,1581721628.0769012
490.8,4.82,1581721628.1421096
490.40000000000003,4.82,1581721628.2079005
490.40000000000003,4.82,1581721628.27388
490.5,4.82,1581721628.3395302
490.40000000000003,4.82,1581721628.4060736
490.0,4.82,1581721628.471729
490.40000000000003,4.82,1581721628.5376265
490.3,4.82,1581721628.6031938
490.6,4.82,1581721628.6688383
490.6,4.82,1581721628.7345874
490.20000000000005,4.82,1581721628.8002846
490.20000000000005,4.82,1581721628.8657713
490.6,4.82,1581721628.9313605
490.1,4.82,1581721628.997173
490.3,4.82,1581721629.0628273
490.6,4.82,1581721629.129439
490.40000000000003,4.82,1581721629.1952503
490.5,4.82,1581721629.2610378
490.40000000000003,4.82,1581721629.3268156
489.70000000000005,4.82,1581721629.3921597
490.5,4.82,1581721629.4582524
490.8,4.82,1581721629.5241718
490.20000000000005,4.82,1581721629.5898504
489.6,4.82,1581721629.6551466
490.8,4.82,1581721629.7210414
490.6,4.82,1581721629.7868254
490.6,4.82,1581721629.8521712
490.6,4.82,1581721629.9179676
490.90000000000003,4.82,1581721629.983755
489.90000000000003,4.82,1581721630.0495894
490.3,4.82,1581721630.1151576
490.40000000000003,4.82,1581721630.180869
490.3,4.82,1581721630.2466779
490.0,4.82,1581721630.3126414
491.1,4.82,1581721630.3790057
490.3,4.82,1581721630.4437194
490.1,4.82,1581721630.5105565
493.70000000000005,4.82,1581721630.575298
551.3000000000001,4.82,1581721630.6417072
503.20000000000005,4.82,1581721630.707544
490.40000000000003,4.82,1581721630.7732687
490.20000000000005,4.82,1581721630.8387747
490.40000000000003,4.82,1581721630.9042187
489.70000000000005,4.82,1581721630.9700234
490.20000000000005,4.82,1581721631.0357542
489.8,4.82,1581721631.1020732
490.1,4.82,1581721631.1680508
489.90000000000003,4.82,1581721631.2338202
490.20000000000005,4.82,1581721631.2994666
490.0,4.82,1581721631.3648238
490.40000000000003,4.82,1581721631.4305258
490.20000000000005,4.82,1581721631.496501
490.1,4.82,1581721631.562178
489.90000000000003,4.82,1581721631.627526
489.90000000000003,4.82,1581721631.6944134
490.3,4.82,1581721631.760167
490.70000000000005,4.82,1581721631.8250446
490.6,4.82,1581721631.8915405
490.20000000000005,4.82,1581721631.9572723
490.8,4.82,1581721632.0232618
491.1,4.82,1581721632.0889862
490.40000000000003,4.82,1581721632.1544988
490.20000000000005,4.82,1581721632.2201672
490.20000000000005,4.82,1581721632.2859547
490.40000000000003,4.82,1581721632.3513327
490.3,4.82,1581721632.4171767
490.40000000000003,4.82,1581721632.4828658
490.40000000000003,4.82,1581721632.5486832
490.0,4.82,1581721632.6142132
490.20000000000005,4.82,1581721632.6800323
490.40000000000003,4.82,1581721632.7458997
490.5,4.82,1581721632.8115664
490.0,4.82,1581721632.87806
490.1,4.82,1581721632.9439075
490.20000000000005,4.82,1581721633.0097196
490.40000000000003,4.82,1581721633.0755656
490.3,4.82,1581721633.1406891
490.40000000000003,4.82,1581721633.2067027
490.40000000000003,4.82,1581721633.2723293
490.40000000000003,4.82,1581721633.3382087
550.1,4.82,1581721633.403507
508.70000000000005,4.82,1581721633.4693196
490.20000000000005,4.82,1581721633.5352917
490.40000000000003,4.82,1581721633.6015794
490.3,4.82,1581721633.6672416
489.70000000000005,4.82,1581721633.7329535
490.3,4.82,1581721633.7989633
490.40000000000003,4.82,1581721633.864425
489.70000000000005,4.82,1581721633.9300225
490.40000000000003,4.82,1581721633.9957483
490.40000000000003,4.82,1581721634.0616467
490.6,4.82,1581721634.127026
490.40000000000003,4.82,1581721634.1928108
490.20000000000005,4.82,1581721634.2585578
489.5,4.82,1581721634.3244283
490.3,4.82,1581721634.3897884
490.1,4.82,1581721634.4555757
489.6,4.82,1581721634.5223186
489.6,4.82,1581721634.5880148
489.8,4.82,1581721634.6534455
489.8,4.82,1581721634.7191052
489.8,4.82,1581721634.7848744
489.40000000000003,4.82,1581721634.8501148
489.20000000000005,4.82,1581721634.9159868
490.0,4.82,1581721634.9819136
489.90000000000003,4.82,1581721635.0478811
490.6,4.82,1581721635.1131802
490.70000000000005,4.82,1581721635.1799357
490.40000000000003,4.82,1581721635.244882
490.40000000000003,4.82,1581721635.310528
490.20000000000005,4.82,1581721635.376882
490.20000000000005,4.82,1581721635.4425619
490.40000000000003,4.82,1581721635.5083733
490.40000000000003,4.82,1581721635.5741973
490.3,4.82,1581721635.6393762
490.20000000000005,4.82,1581721635.7051725
489.70000000000005,4.82,1581721635.7709131
490.5,4.82,1581721635.836882
490.8,4.82,1581721635.9034007
490.6,4.82,1581721635.9690764
490.70000000000005,4.82,1581721636.034853
490.5,4.82,1581721636.1002288
544.5,4.82,1581721636.1659818
515.2,4.82,1581721636.2316506
489.8,4.82,1581721636.2974699
490.0,4.82,1581721636.3628354
490.5,4.82,1581721636.42874
489.8,4.82,1581721636.4944015
489.70000000000005,4.82,1581721636.5611558
490.1,4.82,1581721636.626444
489.90000000000003,4.82,1581721636.6921523
489.40000000000003,4.82,1581721636.7582152
490.40000000000003,4.82,1581721636.8241515
490.5,4.82,1581721636.8893423
489.8,4.82,1581721636.9552145
490.6,4.82,1581721637.0208116
490.20000000000005,4.82,1581721637.0865042
490.40000000000003,4.82,1581721637.1528354
490.6,4.82,1581721637.2185771
490.70000000000005,4.82,1581721637.2844875
490.5,4.82,1581721637.3496902
490.40000000000003,4.82,1581721637.4155595
490.0,4.82,1581721637.4810865
514.5,4.82,1581721637.5472004
517.8000000000001,4.82,1581721637.6125295
490.90000000000003,4.82,1581721637.678273
490.8,4.82,1581721637.7441523
489.70000000000005,4.82,1581721637.8098547
490.40000000000003,4.82,1581721637.8764515
490.5,4.82,1581721637.9412146
490.3,4.82,1581721638.0069854
490.40000000000003,4.82,1581721638.073754
490.5,4.82,1581721638.1390543
490.40000000000003,4.82,1581721638.2048337
491.0,4.82,1581721638.2706063
490.3,4.82,1581721638.3364122
490.3,4.82,1581721638.4017098
490.40000000000003,4.82,1581721638.4676254
490.40000000000003,4.82,1581721638.533334
490.3,4.82,1581721638.59979
490.40000000000003,4.82,1581721638.6656694
490.40000000000003,4.82,1581721638.7314396
490.70000000000005,4.82,1581721638.7971883
490.6,4.82,1581721638.8624344
538.8000000000001,4.82,1581721638.928207
521.0,4.82,1581721638.9942253
490.40000000000003,4.82,1581721639.059852
489.90000000000003,4.82,1581721639.1252632
490.1,4.82,1581721639.190922
490.70000000000005,4.82,1581721639.256753
491.1,4.82,1581721639.3227062
491.6,4.82,1581721639.3890886
490.6,4.82,1581721639.453725
490.5,4.82,1581721639.5205967
490.40000000000003,4.82,1581721639.585407
490.40000000000003,4.82,1581721639.651826
490.20000000000005,4.82,1581721639.7176044
490.40000000000003,4.82,1581721639.7833104
490.20000000000005,4.82,1581721639.8486574
490.0,4.82,1581721639.9144988
490.0,4.82,1581721639.9803677
490.20000000000005,4.82,1581721640.0460882
490.6,4.82,1581721640.1123543
489.6,4.82,1581721640.1773348
490.5,4.82,1581721640.2429352
490.40000000000003,4.82,1581721640.3097718
490.5,4.82,1581721640.3751593
490.3,4.82,1581721640.441013
490.20000000000005,4.82,1581721640.5068462
490.0,4.82,1581721640.5725913
490.20000000000005,4.82,1581721640.6378531
490.40000000000003,4.82,1581721640.7036633
489.6,4.82,1581721640.769583
490.3,4.82,1581721640.835663
490.5,4.82,1581721640.9008305
490.3,4.82,1581721640.966625
490.1,4.82,1581721641.032589
490.20000000000005,4.82,1581721641.0979164
490.20000000000005,4.82,1581721641.163747
490.5,4.82,1581721641.2305555
489.90000000000003,4.82,1581721641.2952523
489.8,4.82,1581721641.3616605
490.5,4.82,1581721641.427358
490.5,4.82,1581721641.4930208
490.5,4.82,1581721641.5587163
490.40000000000003,4.82,1581721641.624182
533.6,4.82,1581721641.6900277
527.2,4.82,1581721641.7557988
490.20000000000005,4.82,1581721641.8214474
490.0,4.82,1581721641.888102
490.1,4.82,1581721641.953804
490.40000000000003,4.82,1581721642.0195
490.1,4.82,1581721642.0853093
489.6,4.82,1581721642.1505854
490.40000000000003,4.82,1581721642.2165253
490.40000000000003,4.82,1581721642.2821906
490.1,4.82,1581721642.3474877
490.0,4.82,1581721642.4132764
491.3,4.82,1581721642.4791913
491.5,4.82,1581721642.5451856
490.5,4.82,1581721642.6115234
490.8,4.82,1581721642.6773632
489.90000000000003,4.82,1581721642.742096
490.70000000000005,4.82,1581721642.8080373
490.70000000000005,4.82,1581721642.8744605
490.70000000000005,4.82,1581721642.94015
490.70000000000005,4.82,1581721643.0059612
490.3,4.82,1581721643.0718377
490.90000000000003,4.82,1581721643.137078
490.90000000000003,4.82,1581721643.202879
491.20000000000005,4.82,1581721643.268579
491.20000000000005,4.82,1581721643.3346374
489.5,4.82,1581721643.4000626
490.3,4.82,1581721643.4659088
491.0,4.82,1581721643.5315073
491.0,4.82,1581721643.5979085
490.20000000000005,4.82,1581721643.663841
489.5,4.82,1581721643.7295442
490.20000000000005,4.82,1581721643.7953627
490.90000000000003,4.82,1581721643.8604903
490.70000000000005,4.82,1581721643.9264522
490.5,4.82,1581721643.9921331
490.70000000000005,4.82,1581721644.0579932
490.90000000000003,4.82,1581721644.1232789
490.40000000000003,4.82,1581721644.18896
490.5,4.82,1581721644.2549303
490.8,4.82,1581721644.320594
490.6,4.82,1581721644.387056
527.7,4.82,1581721644.4526985
533.0,4.82,1581721644.518653
490.70000000000005,4.82,1581721644.5845168
490.6,4.82,1581721644.649774
490.6,4.82,1581721644.7156408
490.90000000000003,4.82,1581721644.7814443
490.8,4.82,1581721644.8472152
491.0,4.82,1581721644.9132743
490.40000000000003,4.82,1581721644.979029
490.0,4.82,1581721645.0449677
490.90000000000003,4.82,1581721645.110406
490.90000000000003,4.82,1581721645.1762445
490.0,4.82,1581721645.2418897
490.90000000000003,4.82,1581721645.3076286
490.5,4.82,1581721645.3730543
490.8,4.82,1581721645.438745
490.70000000000005,4.82,1581721645.5045457
490.90000000000003,4.82,1581721645.5702217
490.5,4.82,1581721645.6366553
490.5,4.82,1581721645.7026527
490.6,4.82,1581721645.7675214
491.0,4.82,1581721645.8333123
490.8,4.82,1581721645.8997474
490.1,4.82,1581721645.9656801
490.8,4.82,1581721646.031379
490.6,4.82,1581721646.0966465
490.90000000000003,4.82,1581721646.1622016
490.70000000000005,4.82,1581721646.2279177
490.5,4.82,1581721646.293867
490.90000000000003,4.82,1581721646.3601413
491.1,4.82,1581721646.425953
490.8,4.82,1581721646.4915915
490.90000000000003,4.82,1581721646.5574746
491.3,4.82,1581721646.622913
490.8,4.82,1581721646.6886742
490.20000000000005,4.82,1581721646.7544005
490.8,4.82,1581721646.8203526
490.6,4.82,1581721646.8857493
490.8,4.82,1581721646.9514272
490.70000000000005,4.82,1581721647.0172296
491.0,4.82,1581721647.0829422
491.0,4.82,1581721647.1494913
522.4,4.82,1581721647.2141902
538.8000000000001,4.82,1581721647.2799926
490.5,4.82,1581721647.346274
490.20000000000005,4.82,1581721647.412273
490.40000000000003,4.82,1581721647.4782207
489.70000000000005,4.82,1581721647.5433073
490.20000000000005,4.82,1581721647.6096108
490.3,4.82,1581721647.6750534
490.5,4.82,1581721647.741224
490.5,4.82,1581721647.806234
490.20000000000005,4.82,1581721647.872888
490.70000000000005,4.82,1581721647.9386683
490.70000000000005,4.82,1581721648.0035279
490.40000000000003,4.82,1581721648.0697649
490.70000000000005,4.82,1581721648.1352394
490.90000000000003,4.82,1581721648.2009163
490.90000000000003,4.82,1581721648.2672036
490.6,4.82,1581721648.332264
490.70000000000005,4.82,1581721648.3989909
491.0,4.82,1581721648.4637032
490.1,4.82,1581721648.5301826
490.70000000000005,4.82,1581721648.5955355
490.90000000000003,4.82,1581721648.6621177
491.0,4.82,1581721648.7276318
490.90000000000003,4.82,1581721648.7929318
490.70000000000005,4.82,1581721648.8583548
490.1,4.82,1581721648.9243174
490.70000000000005,4.82,1581721648.990511
490.8,4.82,1581721649.0563796
490.90000000000003,4.82,1581721649.1219013
490.6,4.82,1581721649.1877148
490.8,4.82,1581721649.253754
491.3,4.82,1581721649.3187966
491.0,4.82,1581721649.384636
490.8,4.82,1581721649.451132
490.70000000000005,4.82,1581721649.5169828
490.20000000000005,4.82,1581721649.582768
490.20000000000005,4.82,1581721649.6484618
491.0,4.82,1581721649.7134218
490.70000000000005,4.82,1581721649.7798235
490.8,4.82,1581721649.8457465
491.0,4.82,1581721649.9113946
516.6,4.82,1581721649.9772434
544.5,4.82,1581721650.0427084
490.8,4.82,1581721650.1085892
490.8,4.82,1581721650.173735
490.5,4.82,1581721650.2400897
490.6,4.82,1581721650.305992
490.90000000000003,4.82,1581721650.3720398
490.8,4.82,1581721650.4368334
490.70000000000005,4.82,1581721650.5036373
491.20000000000005,4.82,1581721650.5683012
490.6,4.82,1581721650.6348882
490.5,4.82,1581721650.7006912
491.1,4.82,1581721650.7663124
491.0,4.82,1581721650.8329217
490.8,4.82,1581721650.8976777
490.90000000000003,4.82,1581721650.963456
490.8,4.82,1581721651.0294309
491.0,4.82,1581721651.0944185
491.1,4.82,1581721651.1603577
490.90000000000003,4.82,1581721651.2260256
490.90000000000003,4.82,1581721651.2913465
490.8,4.82,1581721651.3561752
490.6,4.82,1581721651.4218738
490.70000000000005,4.82,1581721651.4872627
490.6,4.82,1581721651.5531633
490.90000000000003,4.82,1581721651.618695
490.6,4.82,1581721651.6848884
490.5,4.82,1581721651.7506773
490.5,4.82,1581721651.8160174
490.5,4.82,1581721651.882133
490.90000000000003,4.82,1581721651.9475381
490.70000000000005,4.82,1581721652.013626
490.90000000000003,4.82,1581721652.081791
490.70000000000005,4.82,1581721652.147632
490.8,4.82,1581721652.2127485
490.70000000000005,4.82,1581721652.2786567
491.20000000000005,4.82,1581721652.3446503
490.90000000000003,4.82,1581721652.4099002
490.8,4.82,1581721652.476309
490.8,4.82,1581721652.5419295
490.70000000000005,4.82,1581721652.6076188
490.8,4.82,1581721652.673093
510.5,4.82,1581721652.739211
549.8000000000001,4.82,1581721652.8044019
491.40000000000003,4.82,1581721652.8710063
491.1,4.82,1581721652.936772
491.0,4.82,1581721653.001988
490.5,4.82,1581721653.067716
490.90000000000003,4.82,1581721653.133319
491.1,4.82,1581721653.1988847
490.70000000000005,4.82,1581721653.2647214
490.3,4.82,1581721653.3306127
490.70000000000005,4.82,1581721653.3964407
490.8,4.82,1581721653.4637003
490.70000000000005,4.82,1581721653.5281305
490.6,4.82,1581721653.5939422
490.6,4.82,1581721653.6593025
490.8,4.82,1581721653.7256866
491.0,4.82,1581721653.7919064
491.0,4.82,1581721653.856728
491.3,4.82,1581721653.923272
490.70000000000005,4.82,1581721653.9890368
490.6,4.82,1581721654.0539887
490.90000000000003,4.82,1581721654.120122
490.5,4.82,1581721654.1858256
490.8,4.82,1581721654.251206
491.0,4.82,1581721654.317141
490.8,4.82,1581721654.3838935
490.70000000000005,4.82,1581721654.4486713
490.8,4.82,1581721654.5150697
490.6,4.82,1581721654.5805614
490.40000000000003,4.82,1581721654.6471436
490.70000000000005,4.82,1581721654.7121038
491.40000000000003,4.82,1581721654.777918
491.20000000000005,4.82,1581721654.8436854
491.20000000000005,4.82,1581721654.9099188
490.90000000000003,4.82,1581721654.975559
490.8,4.82,1581721655.0414166
490.8,4.82,1581721655.1067467
490.70000000000005,4.82,1581721655.1725507
490.70000000000005,4.82,1581721655.238347
490.90000000000003,4.82,1581721655.3041065
491.0,4.82,1581721655.37
